Column1,Season,Episode,Sentence,Name,Allegiance ,N_serie,N_Season,Emision Date
6191,Season 2,the prince of winterfell,Pig shit,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6192,Season 2,the prince of winterfell,Im not cut out for this sort of work,Samwell Tarly,Night's Watch,18,8,20/05/2012
6193,Season 2,the prince of winterfell,I always imagined meself doing something much worse,Eddison Tollett,Night's Watch,18,8,20/05/2012
6194,Season 2,the prince of winterfell,Were digging latrine pits at the end of the world I cant imagine anything much worse,Grenn,Night's Watch,18,8,20/05/2012
6195,Season 2,the prince of winterfell,You lack imagination,Eddison Tollett,Night's Watch,18,8,20/05/2012
6196,Season 2,the prince of winterfell,Where do you think Jon is right now?,Samwell Tarly,Night's Watch,18,8,20/05/2012
6197,Season 2,the prince of winterfell,He went off with the Halfhand He didnt come back A betting man would go with dead,Eddison Tollett,Night's Watch,18,8,20/05/2012
6198,Season 2,the prince of winterfell,"Hes not dead No, Jons a great fighter",Samwell Tarly,Night's Watch,18,8,20/05/2012
6199,Season 2,the prince of winterfell,"Well, hes better than me and a lot better than you",Grenn,Night's Watch,18,8,20/05/2012
6200,Season 2,the prince of winterfell,Hes got a Valyrian steel sword,Samwell Tarly,Night's Watch,18,8,20/05/2012
6201,Season 2,the prince of winterfell,So did his father,Eddison Tollett,Night's Watch,18,8,20/05/2012
6202,Season 2,the prince of winterfell,And Qhorin Halfhand is the greatest ranger alive,Samwell Tarly,Night's Watch,18,8,20/05/2012
6203,Season 2,the prince of winterfell,Great rangers never get old is the problem Shit ones neither Its them in the middle that last a long time,Eddison Tollett,Night's Watch,18,8,20/05/2012
6204,Season 2,the prince of winterfell,What in seven hells is that?,Grenn,Night's Watch,18,8,20/05/2012
6205,Season 2,the prince of winterfell,The First Men made these marks Help me with it,Samwell Tarly,Night's Watch,18,8,20/05/2012
6206,Season 2,the prince of winterfell,Look,Grenn,Night's Watch,18,8,20/05/2012
6207,Season 2,the prince of winterfell,"If you find something youre not supposed to, best thing to do is pretend youve never seen it",Eddison Tollett,Night's Watch,18,8,20/05/2012
6208,Season 2,the prince of winterfell,Thats a Nights Watch cloak,Samwell Tarly,Night's Watch,18,8,20/05/2012
6209,Season 2,the prince of winterfell,Its been here a long time,Grenn,Night's Watch,18,8,20/05/2012
6210,Season 2,the prince of winterfell,Oh Must be dragonglass,Samwell Tarly,Night's Watch,18,8,20/05/2012
6211,Season 2,the prince of winterfell,Dragonglass?,Grenn,Night's Watch,18,8,20/05/2012
6212,Season 2,the prince of winterfell,The maesters call it obsidian,Samwell Tarly,Night's Watch,18,8,20/05/2012
6213,Season 2,the prince of winterfell,Why would a brother hide it here?,Grenn,Night's Watch,18,8,20/05/2012
6214,Season 2,the prince of winterfell,I expect its cause he wanted somebody to find it,Eddison Tollett,Night's Watch,18,8,20/05/2012
6216,Season 2,the prince of winterfell,Im sorry,Arya Stark,House Stark,18,8,20/05/2012
6218,Season 2,the prince of winterfell,A man has patrol duty,Jaqen H'gar,Other,18,8,20/05/2012
6219,Season 2,the prince of winterfell,"Tywin Lannister was right here, and now hes gone",Arya Stark,House Stark,18,8,20/05/2012
6220,Season 2,the prince of winterfell,A girl owes one more name The Red God demands it Give the man a name,Jaqen H'gar,Other,18,8,20/05/2012
6221,Season 2,the prince of winterfell,How long after I give you the name does it take you to kill someone?,Arya Stark,House Stark,18,8,20/05/2012
6222,Season 2,the prince of winterfell,"A minute, an hour, a month Death is certain, the time is not",Jaqen H'gar,Other,18,8,20/05/2012
6223,Season 2,the prince of winterfell,Hes taking his army to attack my brother I need him dead right now,Arya Stark,House Stark,18,8,20/05/2012
6224,Season 2,the prince of winterfell,This a man cannot do,Jaqen H'gar,Other,18,8,20/05/2012
6225,Season 2,the prince of winterfell,You promised youd help me,Arya Stark,House Stark,18,8,20/05/2012
6226,Season 2,the prince of winterfell,"Help was not promised, lovely girl Only death There must be others Give a name, any name",Jaqen H'gar,Other,18,8,20/05/2012
6227,Season 2,the prince of winterfell,And youll kill them? Anybody?,Arya Stark,House Stark,18,8,20/05/2012
6228,Season 2,the prince of winterfell,"By the Seven New Gods and the Old Gods beyond counting, I swear it",Jaqen H'gar,Other,18,8,20/05/2012
6229,Season 2,the prince of winterfell,All right Jaqen Hghar,Arya Stark,House Stark,18,8,20/05/2012
6230,Season 2,the prince of winterfell,A girl gives a man his own name?,Jaqen H'gar,Other,18,8,20/05/2012
6231,Season 2,the prince of winterfell,Thats right,Arya Stark,House Stark,18,8,20/05/2012
6232,Season 2,the prince of winterfell,Gods are not mocked This is no joking thing,Jaqen H'gar,Other,18,8,20/05/2012
6233,Season 2,the prince of winterfell,Im not joking A man can go kill himself,Arya Stark,House Stark,18,8,20/05/2012
6234,Season 2,the prince of winterfell,Un-name me,Jaqen H'gar,Other,18,8,20/05/2012
6235,Season 2,the prince of winterfell,No,Arya Stark,House Stark,18,8,20/05/2012
6236,Season 2,the prince of winterfell,Please?,Jaqen H'gar,Other,18,8,20/05/2012
6237,Season 2,the prince of winterfell,Ill un-name you,Arya Stark,House Stark,18,8,20/05/2012
6238,Season 2,the prince of winterfell,Thank you,Jaqen H'gar,Other,18,8,20/05/2012
6239,Season 2,the prince of winterfell,If you help me and my friends escape,Arya Stark,House Stark,18,8,20/05/2012
6240,Season 2,the prince of winterfell,This would require more than one life This is not part of our bargain,Jaqen H'gar,Other,18,8,20/05/2012
6241,Season 2,the prince of winterfell,"Fine, Jaqen Hghar",Arya Stark,House Stark,18,8,20/05/2012
6242,Season 2,the prince of winterfell,"A girl lacks honor If I do this thing, a girl must obey",Jaqen H'gar,Other,18,8,20/05/2012
6243,Season 2,the prince of winterfell,A girl will obey,Arya Stark,House Stark,18,8,20/05/2012
6244,Season 2,the prince of winterfell,A girl and her friends will walk through the gate at midnight,Jaqen H'gar,Other,18,8,20/05/2012
6245,Season 2,the prince of winterfell,"Thank you, Podrick",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6246,Season 2,the prince of winterfell,Odd little boy,Cersei Lannister,House Lannister,18,8,20/05/2012
6247,Season 2,the prince of winterfell,I have a certain sympathy for odd little boys,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6248,Season 2,the prince of winterfell,You and Varys both,Cersei Lannister,House Lannister,18,8,20/05/2012
6249,Season 2,the prince of winterfell,Excellent lamprey pie Were you slaving away in the kitchen all day? I hear Joffrey plans on fighting An inspiration for the troops The young king in his shining armor fighting to defend the capital against the wicked old rebel,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6250,Season 2,the prince of winterfell,Hes only a boy,Cersei Lannister,House Lannister,18,8,20/05/2012
6251,Season 2,the prince of winterfell,Younger boys are off fighting his war,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6252,Season 2,the prince of winterfell,Hes not ready,Cersei Lannister,House Lannister,18,8,20/05/2012
6253,Season 2,the prince of winterfell,"What is he, 17? Remember Jaime at 17?",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6254,Season 2,the prince of winterfell,"Better than you Some men have a gift for this sort of thing, some dont His place is not on the battlefield",Cersei Lannister,House Lannister,18,8,20/05/2012
6255,Season 2,the prince of winterfell,"Its not on the throne, either, sadly for all of us",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6256,Season 2,the prince of winterfell,Do you think Im an idiot?,Cersei Lannister,House Lannister,18,8,20/05/2012
6257,Season 2,the prince of winterfell,"No, Id say you possess above-average intelligence",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6258,Season 2,the prince of winterfell,You shipped off my only daughter And now you want to send my eldest son to the battlefield to die,Cersei Lannister,House Lannister,18,8,20/05/2012
6259,Season 2,the prince of winterfell,Hell have his Kingsguard protecting him He has the finest armor gold can buy He needs to be out there The men will fight more fiercely seeing their king fighting beside them instead of hiding behind his mothers skirts Any dessert?,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6260,Season 2,the prince of winterfell,Do you know why Varys is so dangerous?,Cersei Lannister,House Lannister,18,8,20/05/2012
6261,Season 2,the prince of winterfell,Because he has thousands of spies in his employ Because he knows everything we do before we do it,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6262,Season 2,the prince of winterfell,Because he doesnt have a cock,Cersei Lannister,House Lannister,18,8,20/05/2012
6263,Season 2,the prince of winterfell,Neither do you,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6264,Season 2,the prince of winterfell,"Perhaps Im dangerous, too You, on the other hand, are as big a fool as every other man That little worm between your legs does half your thinking",Cersei Lannister,House Lannister,18,8,20/05/2012
6265,Season 2,the prince of winterfell,Its not that little,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6266,Season 2,the prince of winterfell,Why are you smiling?,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6267,Season 2,the prince of winterfell,Because Im happy,Cersei Lannister,House Lannister,18,8,20/05/2012
6268,Season 2,the prince of winterfell,And why are you happy?,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6269,Season 2,the prince of winterfell,Because I have your little whore,Cersei Lannister,House Lannister,18,8,20/05/2012
6270,Season 2,the prince of winterfell,I thought you preferred blondes,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6271,Season 2,the prince of winterfell,"Such a droll little fellow Tell me, have you married this one yet? No? Good Father will be so pleased",Cersei Lannister,House Lannister,18,8,20/05/2012
6272,Season 2,the prince of winterfell,Why do you care who I fuck?,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6273,Season 2,the prince of winterfell,"Because a Lannister always pays her debts You stole my only daughter, you plot to have Joffrey killed",Cersei Lannister,House Lannister,18,8,20/05/2012
6274,Season 2,the prince of winterfell,This is madness Stannis will be here in days You need me,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6275,Season 2,the prince of winterfell,"For what? Your skill in battle? Pretty thing, your whore Lovely body The bruises will heal in time",Cersei Lannister,House Lannister,18,8,20/05/2012
6276,Season 2,the prince of winterfell,Where did you find her?,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6277,Season 2,the prince of winterfell,"Varys isnt the only one who hears whispers Really, a Lannister lion necklace? You need to hide your secret whores more carefully",Cersei Lannister,House Lannister,18,8,20/05/2012
6278,Season 2,the prince of winterfell,Youve forgotten the most important thing about whores,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6279,Season 2,the prince of winterfell,"Oh? Well, youre the expert Tell me",Cersei Lannister,House Lannister,18,8,20/05/2012
6280,Season 2,the prince of winterfell,"You dont buy them, you only rent them",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6281,Season 2,the prince of winterfell,"Youre usually a better liar, baby brother This one you like You like her very much Could it be love? Dont worry, shell be treated gently enough Unless Joffrey is hurt And then every wound he suffers, shell suffer, too And if he dies, there isnt a man alive who could devise a more painful death for your little cunt",Cersei Lannister,House Lannister,18,8,20/05/2012
6282,Season 2,the prince of winterfell,And how do I know you havent killed her already?,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6283,Season 2,the prince of winterfell,"Would you like to see her? I thought you might Ser Mandon, bring in my brothers whore",Cersei Lannister,House Lannister,18,8,20/05/2012
6284,Season 2,the prince of winterfell,Im sorry they hurt you You must be brave,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6285,Season 2,the prince of winterfell,I promise I will free you,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6287,Season 2,the prince of winterfell,Never,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6288,Season 2,the prince of winterfell,"I will hurt you for this A day will come when you think youre safe and happy, and your joy will turn to ashes in your mouth And you will know the debt is paid",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6289,Season 2,the prince of winterfell,Get out,Cersei Lannister,House Lannister,18,8,20/05/2012
6290,Season 2,the prince of winterfell,Shae,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6291,Season 2,the prince of winterfell,Ive been waiting all night What is wrong?,Shae,Other,18,8,20/05/2012
6292,Season 2,the prince of winterfell,Youre beautiful,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6293,Season 2,the prince of winterfell,Then why do you look sad?,Shae,Other,18,8,20/05/2012
6294,Season 2,the prince of winterfell,We have to be more careful,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6295,Season 2,the prince of winterfell,Dont be afraid I can take care of myself,Shae,Other,18,8,20/05/2012
6296,Season 2,the prince of winterfell,There are people who want to hurt me,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6297,Season 2,the prince of winterfell,I know I wont let them Ill cut off their faces I will,Shae,Other,18,8,20/05/2012
6298,Season 2,the prince of winterfell,I would kill for you Do you know that? I expect Ill have to before this is over Youre mine,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6299,Season 2,the prince of winterfell,Im yours,Shae,Other,18,8,20/05/2012
6300,Season 2,the prince of winterfell,Promise me,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6301,Season 2,the prince of winterfell,"Im yours, and you are mine",Shae,Other,18,8,20/05/2012
6302,Season 2,the prince of winterfell,Still no word?,Robb Stark,House Stark,18,8,20/05/2012
6303,Season 2,the prince of winterfell,Weve sent a dozen ravens None have returned My bastard is only a few days from Winterfell Once he captures the castle,Roose Bolton,House Bolton,18,8,20/05/2012
6304,Season 2,the prince of winterfell,Theon has my brothers If we storm the castle,Robb Stark,House Stark,18,8,20/05/2012
6305,Season 2,the prince of winterfell,He wouldnt dare hurt the boys Theyre his only hope of escaping the North with his head,Roose Bolton,House Bolton,18,8,20/05/2012
6306,Season 2,the prince of winterfell,Send word to your son Any ironborn who surrender will be allowed to return safely to their homes,Robb Stark,House Stark,18,8,20/05/2012
6307,Season 2,the prince of winterfell,"A touch of mercy is a virtue, Your Grace",Roose Bolton,House Bolton,18,8,20/05/2012
6309,Season 2,the prince of winterfell,I expect his countrymen will turn on him the minute they hear the offer,Roose Bolton,House Bolton,18,8,20/05/2012
6310,Season 2,the prince of winterfell,"Your pardon, my lord Your Grace",Talisa Stark,House Stark,18,8,20/05/2012
6311,Season 2,the prince of winterfell,My lady,Roose Bolton,House Bolton,18,8,20/05/2012
6312,Season 2,the prince of winterfell,How are you?,Talisa Stark,House Stark,18,8,20/05/2012
6313,Season 2,the prince of winterfell,How am I? Ive had to arrest my mother The Lannisters have my sisters The man I considered my closest friend has seized my home and my brothers Im fighting a war and I dont know if I should march south or north,Robb Stark,House Stark,18,8,20/05/2012
6314,Season 2,the prince of winterfell,Im sorry It was a stupid question Im sorry,Talisa Stark,House Stark,18,8,20/05/2012
6315,Season 2,the prince of winterfell,No Forgive me Youre being kind I have no right,Robb Stark,House Stark,18,8,20/05/2012
6316,Season 2,the prince of winterfell,You have every right Youre a king,Talisa Stark,House Stark,18,8,20/05/2012
6317,Season 2,the prince of winterfell,Thats not the kind of king I want to be,Robb Stark,House Stark,18,8,20/05/2012
6318,Season 2,the prince of winterfell,What kind do you want to be?,Talisa Stark,House Stark,18,8,20/05/2012
6319,Season 2,the prince of winterfell,I dont know The good kind Most kings grew up as princes They spend their whole lives preparing for the crown I was raised to be Lord of Winterfell,Robb Stark,House Stark,18,8,20/05/2012
6320,Season 2,the prince of winterfell,"I was raised to be a proper little lady, to play the harp and dance the latest steps and recite Valyrian poetry",Talisa Stark,House Stark,18,8,20/05/2012
6321,Season 2,the prince of winterfell,Id like to hear you play the harp,Robb Stark,House Stark,18,8,20/05/2012
6322,Season 2,the prince of winterfell,"No No, you would not",Talisa Stark,House Stark,18,8,20/05/2012
6323,Season 2,the prince of winterfell,How did you go from reciting Valyrian poetry to sawing off mens feet?,Robb Stark,House Stark,18,8,20/05/2012
6324,Season 2,the prince of winterfell,"When I was 12, my mother and father went to a wedding Weddings in Volantis last for days, you know And they left me with my little brother The second afternoon they were gone was the hottest day in the three-year summer We couldnt bear to be inside, so we ran down to the Rhoyne Every child in Volantis was in the Rhoyne that day The rich, the poor, we were all there Naked, screaming, racing to the little islands Drummers were playing for coppers on the east bank I was treading water, talking to a friend, when I realized I hadnt seen my brother I called his name Then I started screaming his name And then I saw him floating face down My heart just stopped I was I dragged him from the water My friend helped me, I think I dont even remember He was so little Then we pulled him onto the riverbank And I screamed at him and I shook him And he was dead Just dead A man ran over He had a fish tattoo on his face In Volantis, the slaves have tattoos So you know what they are without having to talk to them And this man worked on a fishing boat And he pushed me out of the way You have to understand, for a slave to push a highborn girl, thats death for the man, a terrible death But he pushed me out of the way, and he started pressing on my brothers chest again and again and again, until my brother spat out half of the Rhoyne and cried out And the man cradled his head and told him to be calm I decided two things that day I would not waste my years planning dances and masquerades with the other noble ladies And when I came of age, I would never live in a slave city again Im sorry, Your Grace You told me of your problems and Ive blathered on",Talisa Stark,House Stark,18,8,20/05/2012
6325,Season 2,the prince of winterfell,I dont want to marry the Frey girl,Robb Stark,House Stark,18,8,20/05/2012
6326,Season 2,the prince of winterfell,I dont want you to marry her,Talisa Stark,House Stark,18,8,20/05/2012
6327,Season 2,the prince of winterfell,But you needed that bridge I hope its a very beautiful bridge,Robb Stark,House Stark,18,8,20/05/2012
6328,Season 2,the prince of winterfell,The sour cherries was all crushed up and ready,Hot Pie,Other,18,8,20/05/2012
6329,Season 2,the prince of winterfell,Shut up,Gendry Baratheon,House Baratheon,18,8,20/05/2012
6330,Season 2,the prince of winterfell,"Probably in the piecrust by now In the oven The nice, warm oven",Hot Pie,Other,18,8,20/05/2012
6331,Season 2,the prince of winterfell,Shut up What did you bring?,Arya Stark,House Stark,18,8,20/05/2012
6332,Season 2,the prince of winterfell,The cheese could be better I did get some nice sausages GENDRY What did he want us to do about those guards?,Hot Pie,Other,18,8,20/05/2012
6333,Season 2,the prince of winterfell,"He didnt say He just said, Walk through the gates",Arya Stark,House Stark,18,8,20/05/2012
6334,Season 2,the prince of winterfell,What about the guards?,Gendry Baratheon,House Baratheon,18,8,20/05/2012
6335,Season 2,the prince of winterfell,He didnt say anything about the guards,Arya Stark,House Stark,18,8,20/05/2012
6336,Season 2,the prince of winterfell,"What, he left that bit out? Its a pretty important part, dont you think?",Gendry Baratheon,House Baratheon,18,8,20/05/2012
6337,Season 2,the prince of winterfell,We have to trust him,Arya Stark,House Stark,18,8,20/05/2012
6338,Season 2,the prince of winterfell,Trust him? You trusted him to fight with us when you set him free and he ran,Gendry Baratheon,House Baratheon,18,8,20/05/2012
6339,Season 2,the prince of winterfell,I want to go back to the kitchens,Hot Pie,Other,18,8,20/05/2012
6340,Season 2,the prince of winterfell,Shut up Stay here if youre afraid,Arya Stark,House Stark,18,8,20/05/2012
6341,Season 2,the prince of winterfell,"Arry, dont",Gendry Baratheon,House Baratheon,18,8,20/05/2012
6343,Season 2,the prince of winterfell,"If the wind holds, well reach Kings Landing in a day",Davos Seaworth,House Baratheon,18,8,20/05/2012
6344,Season 2,the prince of winterfell,Will it hold?,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6345,Season 2,the prince of winterfell,"Cant make promises for the wind, Your Grace",Davos Seaworth,House Baratheon,18,8,20/05/2012
6347,Season 2,the prince of winterfell,"I admire you, Ser Davos",Stannis Baratheon,House Baratheon,18,8,20/05/2012
6348,Season 2,the prince of winterfell,"I thank you, Your Grace",Davos Seaworth,House Baratheon,18,8,20/05/2012
6349,Season 2,the prince of winterfell,"Pleased to hear it Some highborn fools call you Onion Knight and think they insult you So you take the onion for your sigil, sew it on your coat, fly the onion flag",Stannis Baratheon,House Baratheon,18,8,20/05/2012
6350,Season 2,the prince of winterfell,"My son wishes me to change it Three mermen with tridents, something like that I understand why the older families look down at me",Davos Seaworth,House Baratheon,18,8,20/05/2012
6351,Season 2,the prince of winterfell,Do you? Why?,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6352,Season 2,the prince of winterfell,My father was a crabber,Davos Seaworth,House Baratheon,18,8,20/05/2012
6353,Season 2,the prince of winterfell,And?,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6354,Season 2,the prince of winterfell,"Well, sons of lords dont like to break bread with sons of crabbers Our hands stink",Davos Seaworth,House Baratheon,18,8,20/05/2012
6355,Season 2,the prince of winterfell,And where were those lords when Storms End starved?,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6356,Season 2,the prince of winterfell,Many fought bravely for your brother Many fought for the Mad King,Davos Seaworth,House Baratheon,18,8,20/05/2012
6357,Season 2,the prince of winterfell,You defend these men who insult you behind your back,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6358,Season 2,the prince of winterfell,Some are happy to do it to my face,Davos Seaworth,House Baratheon,18,8,20/05/2012
6359,Season 2,the prince of winterfell,"We were forgotten Robert and Ned Stark, they were the heroes The glorious rebels marching from battle to battle, liberating towns from the yoke of the Mad King, while I held Storms End with 500 men",Stannis Baratheon,House Baratheon,18,8,20/05/2012
6360,Season 2,the prince of winterfell,"No one has forgotten, Your Grace",Davos Seaworth,House Baratheon,18,8,20/05/2012
6361,Season 2,the prince of winterfell,No? Robert did He gave Storms End to Renly after the war Renly never fought a day in his life,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6362,Season 2,the prince of winterfell,He was only a boy,Davos Seaworth,House Baratheon,18,8,20/05/2012
6363,Season 2,the prince of winterfell,Then whyd he give him Storms End?,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6364,Season 2,the prince of winterfell,"First, we ate the horses We werent riding anywhere, not with the castle surrounded We couldnt feed them, so fine, the horses Then the cats Never liked cats So fine I do like dogs Good animals Loyal But we ate them Then the rats The night before you slipped through, I thought my wife was dying She couldnt speak anymore, she was so frail And then you made it through the lines Slipped right through in your little black sailboat with your onions",Stannis Baratheon,House Baratheon,18,8,20/05/2012
6365,Season 2,the prince of winterfell,"And potatoes Some salted beef, I believe",Davos Seaworth,House Baratheon,18,8,20/05/2012
6366,Season 2,the prince of winterfell,Every man in Storms End wanted to kiss you that night,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6367,Season 2,the prince of winterfell,I was relieved they did not,Davos Seaworth,House Baratheon,18,8,20/05/2012
6368,Season 2,the prince of winterfell,"Robert told me to hold Storms End, so I held it Then he told me he was giving it to Renly, so I gave it up Insult or no, I gave it up Because Robert was my older brother, and he was the king and Ive always done my duty But now, Im the rightful king by every law of Westeros And when I sit the Iron Throne, youll be my Hand",Stannis Baratheon,House Baratheon,18,8,20/05/2012
6369,Season 2,the prince of winterfell,"Your Grace, I pray I serve you well",Davos Seaworth,House Baratheon,18,8,20/05/2012
6370,Season 2,the prince of winterfell,I expect youll be the first crabbers son to wear the badge,Stannis Baratheon,House Baratheon,18,8,20/05/2012
6371,Season 2,the prince of winterfell,Youre the Master of Whisperers Youre supposed to know everything,Joffrey Baratheon,House Baratheon,18,8,20/05/2012
6372,Season 2,the prince of winterfell,"No man can be in all rooms at all times I have many little birds in the North, my lord, but I havent heard their songs since Theon Greyjoy captured Winterfell",Varys,House Targaryen,18,8,20/05/2012
6373,Season 2,the prince of winterfell,The Stark forces are distracted Now is the time to strike,Joffrey Baratheon,House Baratheon,18,8,20/05/2012
6374,Season 2,the prince of winterfell,"To strike? My dear nephew, you do see these men preparing the walls for siege? You do understand Stannis Baratheon sails this way?",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6375,Season 2,the prince of winterfell,"If my Uncle Stannis lands on the shores of Kings Landing, Ill ride out to greet him",Joffrey Baratheon,House Baratheon,18,8,20/05/2012
6376,Season 2,the prince of winterfell,"A brave choice, Your Grace Im sure your men will line up behind you",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6377,Season 2,the prince of winterfell,They say Stannis never smiles Ill give him a red smile from ear to ear,Joffrey Baratheon,House Baratheon,18,8,20/05/2012
6378,Season 2,the prince of winterfell,Imagine Stannis terror,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6379,Season 2,the prince of winterfell,I am trying,Varys,House Targaryen,18,8,20/05/2012
6380,Season 2,the prince of winterfell,Youre an intelligent man Id like to think Im an intelligent man,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6381,Season 2,the prince of winterfell,"Oh, no one disputes that, my lord, not even the multitudes who despise you",Varys,House Targaryen,18,8,20/05/2012
6382,Season 2,the prince of winterfell,"I wish we could converse as two honest, intelligent men",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6383,Season 2,the prince of winterfell,"I wish we could, too",Varys,House Targaryen,18,8,20/05/2012
6384,Season 2,the prince of winterfell,What do you want? Tell me,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6385,Season 2,the prince of winterfell,"If were going to play, youll have to start",Varys,House Targaryen,18,8,20/05/2012
6386,Season 2,the prince of winterfell,"My brother was the youngest Kingsguard in history My sister became queen at the age of 19 When I reached manhood, my father put me in charge of all the drains and cisterns in Casterly Rock",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6387,Season 2,the prince of winterfell,A most highborn plumber,Varys,House Targaryen,18,8,20/05/2012
6388,Season 2,the prince of winterfell,The water never flowed better And all the shit found its way to the sea I never expected to have any real power So when my father named me acting Hand,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6389,Season 2,the prince of winterfell,"Youre quite good at being Hand, you know? Jon Arryn and Ned Stark were good men Honorable men But they disdained the game and those who played You enjoy the game",Varys,House Targaryen,18,8,20/05/2012
6390,Season 2,the prince of winterfell,I do Last thing I expected,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6391,Season 2,the prince of winterfell,And you play it well,Varys,House Targaryen,18,8,20/05/2012
6392,Season 2,the prince of winterfell,"Id like to keep playing it If Stannis breaches the gates, the game is over",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6393,Season 2,the prince of winterfell,They say he burns his enemies alive to honor the Lord of Light,Varys,House Targaryen,18,8,20/05/2012
6394,Season 2,the prince of winterfell,"The Lord of Light wants his enemies burned, the Drowned God wants them drowned Why are all the gods such vicious cunts? Where is the god of tits and wine?",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6395,Season 2,the prince of winterfell,"In the Summer Isles, they worship a fertility goddess with 16 teats",Varys,House Targaryen,18,8,20/05/2012
6396,Season 2,the prince of winterfell,We should sail there immediately,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6397,Season 2,the prince of winterfell,"This morning, I heard a song all the way from Qarth beyond the Red Waste Daenerys Targaryen lives",Varys,House Targaryen,18,8,20/05/2012
6398,Season 2,the prince of winterfell,A girl at the edge of the world is the least of our problems,Tyrion Lannister,House Targaryen,18,8,20/05/2012
6399,Season 2,the prince of winterfell,"She has three dragons But even if what they say is true, itll be years before they are fully grown And then there will be nowhere to hide",Varys,House Targaryen,18,8,20/05/2012
6400,Season 2,the prince of winterfell,"One game at a time, my friend",Tyrion Lannister,House Targaryen,18,8,20/05/2012
6401,Season 2,the prince of winterfell,"Careful, Khaleesi Xaro owns this city and the warlocks have a thousand eyes watching for you I found one A ship with a good captain She leaves for Astapor tomorrow",Jorah Mormont,House Targaryen,18,8,20/05/2012
6402,Season 2,the prince of winterfell,Astapor?,Daenerys Targaryen,House Targaryen,18,8,20/05/2012
6403,Season 2,the prince of winterfell,We cannot stay here,Jorah Mormont,House Targaryen,18,8,20/05/2012
6404,Season 2,the prince of winterfell,They have my dragons A mother does not flee without her children,Daenerys Targaryen,House Targaryen,18,8,20/05/2012
6405,Season 2,the prince of winterfell,"Theyre not your children I know they call you the Mother of Dragons and I know you love them, but you didnt grow them in your womb They didnt suckle at your breast They are dragons, Khaleesi And if we stay in Qarth, well die",Jorah Mormont,House Targaryen,18,8,20/05/2012
6406,Season 2,the prince of winterfell,You should sail to Astapor Im sure youll be safe there,Daenerys Targaryen,House Targaryen,18,8,20/05/2012
6407,Season 2,the prince of winterfell,"You know I would die for you I will never abandon you Im sworn to protect you, to serve",Jorah Mormont,House Targaryen,18,8,20/05/2012
6408,Season 2,the prince of winterfell,"Then serve me If my dragons are in the House of the Undying, then take me there",Daenerys Targaryen,House Targaryen,18,8,20/05/2012
